H	M	TYPE	COS	DELLL	HDELPROP	DELMPROP	HNPROP	NMPROP
accordo	quadro	at	-0.0163949904201711	-2.48226462709952	0.0089260573873761	0.0496195485459048	0.0048	0.1003
caso	limite	at	0.155992005236472	30.9843995054296	0.0319160326517425	0.060276707316395	0.0065	0.0372
convenzione	quadro	at	0.0872804932329418	-1.03230772586580	0.0192332400992301	0.0496195485459048	0.0087	0.1123
corso	base	at	-0.0344029767008244	-15.5472528309572	0.15257118616771	0.0160840270260181	0.0154	0.0358
decisione	quadro	at	-0.131892703592521	0.0772668465451188	0.143185301235251	0.0496195485459048	0.0043	0.1105
elemento	chiave	at	0.164181671110213	0.460487705172884	0.043325505663168	0.0389509854259647	0.0179	0.2558
funzione	obiettivo	at	0.0289524552812948	4384.1441267608	0.102912480529931	0.0813134439468052	0.0122	0.0302
legge	obiettivo	at	-0.00755456529908276	-11.8305371377696	0.017475024415918	0.0813134439468052	0.0088	0.0286
legge	quadro	at	-0.099125852474107	-9.86957280331431	0.017475024415918	0.0496195485459048	0.0056	0.0884
linea	guida	at	0.0771424715911457	2.87042654532620	0.0355514316692256	0.0221876867901972	0.012	0.0557
parola	chiave	at	0.0783944653122213	1.21943487519323	0.0346143423852445	0.0389509854259647	0.0201	0.1915
pesce	spada	at	0.146180215262598	-0.0856904473794386	0.00887222796246168	0.0489490429249465	0.0335	0.0191
piombo	guardiano	at	0.107444775231068	-0.00510362198989945	0.0126125323112577	0.0843959731543624	0.0065	0.031
prezzo	base	at	-0.0441483818833058	-1.60184412115500	0.10981856837085	0.0160840270260181	0.0096	0.0357
progetto	pilota	at	0.000114005534283196	-0.999546508395586	0.0236325620687095	0.0658623380083351	0.0247	0.1347
programma	quadro	at	-0.00258619734363078	0.522901349637536	0.0461692281475328	0.0496195485459048	0.0208	0.1002
punto	cardine	at	0.0830031326088303	-0.272295449874084	0.0232776742983021	0.00710536939846589	0.0216	0.3276
punto	chiave	at	0.020521789482392	-2.78368828885895	0.0232776742983021	0.0389509854259647	0.0208	0.2533
ruolo	chiave	at	0.164250869892379	16.8426458347054	0.166063158064237	0.0389509854259647	0.0078	0.2548
scheda	madre	at	-0.0301660554634697	-0.445668114736266	0.0302527882670017	0.0804099052621705	0.0481	0.0407
schema	tipo	at	0.249832479095585	54.5391529565923	0.0615545006876359	0.0363465122603153	0.0121	0.0318
testo	base	at	0.0470072416535626	-8.5093736182787	0.132160699657325	0.0160840270260181	0.0085	0.0321
valore	limite	at	0.136308517242492	587.65882983478	0.120899411757679	0.060276707316395	0.0088	0.0182
uomo	ragno	at	0.38389117456735	36.5660487945259	0.0242415302158627	0.0775756586997308	0.0067	0.0282
commissione	giustizia	re	0.166277037366827	9.10696500053966	0.0205325179466853	0.190053551413508	0.0614	0.0158
comparto	scuola	re	0.0480376583244436	1411.80467806867	0.130895474824729	0.165164188015912	0.1069	0.0191
conferenza	stampa	re	0.668601438229665	-1.14366182716510	0.132904699822063	0.0501856618008212	0.0063	0.1262
angolo	cottura	re	-0.0987112988044262	-0.0322671205512566	0.152680514342235	0.023900273530335	0.0176	0.0705
area	euro	re	0.106150574169888	17416.4856357317	0.0633585086478346	0.0198161909391856	0.0372	0.0173
associazione	ambientalista	re	0.370893615433574	48.9817474706352	0.0649406822592073	0.0499859024449188	0.0348	0.2744
banca	dato	re	0.0386651440241201	274.856228846153	0.0297497563055928	0.163384710439942	0.0216	0.0442
base	dato	re	0.0785992983013433	53230.3153132524	0.186279816342529	0.163384710439942	0.0052	0.0851
campagna	acquisto	re	0.10427384983433	0.914913728540213	0.0128349788434415	0.0606597650854957	0.0205	0.0113
capo	dipartimento	re	0.0430188286144751	88221.9535186271	0.202059321382876	0.223737376411962	0.0423	0.0158
casa	vacanza	re	0.23861248765038	470.743232663263	0.0369046973506588	0.0430724439116287	0.0132	0.0338
cassa	deposito	re	0.233344680243934	541.321832305028	0.077675834852461	0.0889091165497878	0.1138	0.012
cassa	integrazione	re	0.23756761795416	4.80718224951791	0.077675834852461	0.0483354782866189	0.0791	0.006
centro	benessere	re	0.0575217465197918	285.170165018057	0.0737336578044543	0.115341664450944	0.0761	0.0152
centro	città	re	0.373258953816598	54285.4321033337	0.0737336578044543	0.152404884572665	0.0744	0.0027
centro	congresso	re	-0.0172119317934033	619.330472652054	0.0737336578044543	0.150557660380571	0.0744	0.0096
centro	ricerca	re	0.104081126571494	575.540174436206	0.0737336578044543	0.0733072242361471	0.0764	0.0083
centro	risorsa	re	0.0318349467938519	3.16466440310725	0.0737336578044543	0.228066027992123	0.0768	0.016
centro	servizio	re	0.0369068150249633	994.335611932922	0.0737336578044543	0.182567744823648	0.0686	0.0117
centro	studio	re	0.235527051623384	365.278210315828	0.0737336578044543	0.112282179492682	0.0672	0.0143
centro	visita	re	-0.0021050877655817	128.295592398726	0.0737336578044543	0.0453080540478803	0.076	0.0431
collegio	docente	re	0.216746174523419	204819.863241517	0.240054618267794	0.172148641931994	0.0128	0.0142
commissione	affare	re	0.00248803067783015	305.568199835295	0.0205325179466853	0.118564274607275	0.0581	0.0423
commissione	agricoltura	re	0.13750492875239	5.19585681186274	0.0205325179466853	0.142857142857143	0.0648	0.0281
commissione	ambiente	re	0.119336589658219	4.35874609603771	0.0205325179466853	0.187678688757481	0.0642	0.0236
commissione	cultura	re	0.0596729549601244	-1.19395372653451	0.0205325179466853	0.122628825769743	0.0646	0.0137
commissione	delibera	re	-0.0116493680924641	2.04405543199021	0.0205325179466853	0.0738210022171549	0.0658	0.0335
commissione	difesa	re	0.10246994001879	10.7958872103225	0.0205325179466853	0.132156844640398	0.0652	0.0131
commissione	finanza	re	0.153896869519054	10.4657603883241	0.0205325179466853	0.165897897897898	0.065	0.0092
commissione	lavoro	re	0.0649822588930675	5.84228654558376	0.0205325179466853	0.17411165776884	0.064	0.0144
commissione	strage	re	0.0893636964986878	0.529785929884295	0.0205325179466853	0.132146575057256	0.0661	0.007
commissione	trasporto	re	0.00649032702538825	16.3612063909048	0.0205325179466853	0.138855300282144	0.066	0.0211
comparto	ministero	re	0.116051429057547	4080.1594989412	0.130895474824729	0.153898274748947	0.1559	0.0078
comunicato	stampa	re	0.260162677510801	6.45714216165848	0.0465892220334573	0.0501856618008212	0.0491	0.2102
conto	capitale	re	-0.0329520759457192	111.897212523156	0.277184279996594	0.154591793262797	0.0182	0.0463
conto	interesse	re	0.0549180922341716	6107.79325597041	0.277184279996594	0.0648399520171728	0.0393	0.0053
decreto	flusso	re	-0.0282419768226132	167.818292051116	0.209449936280883	0.213339670875994	0.0114	0.0057
emergenza	rifiuto	re	0.0230602830309145	487.140635797505	0.0241440923742738	0.253830948050921	0.047	0.0309
ente	parco	re	0.234313401022907	123.274888239392	0.00689565742649666	0.252674435854748	0.0375	0.005
fine	corso	re	0.185889417796195	11908.6901215948	0.252220518500773	0.0903633544524315	0.0699	0.0071
fine	estate	re	0.163168611971575	13676.9454463175	0.252220518500773	0.0713225607417413	0.0697	0.014
fine	gara	re	-0.100825872804788	3316.90796156267	0.252220518500773	0.0785058346882544	0.0699	0.0186
fine	giornata	re	-0.123930314124066	10320.0831224287	0.252220518500773	0.100987248046072	0.0698	0.0091
fine	mese	re	0.254657048586319	57757.1686330202	0.252220518500773	0.0373627773002407	0.0674	0.0025
fine	millennio	re	0.0477680830243059	4080.88913693169	0.252220518500773	0.098104062722737	0.0697	0.0126
fine	secolo	re	0.25688451983939	39874.968020065	0.252220518500773	0.109161148327568	0.0694	0.0102
fine	servizio	re	0.110115623092847	2895.59050132816	0.252220518500773	0.182567744823648	0.0697	0.0156
fine	settimana	re	0.0381734114873321	4271.17992710834	0.252220518500773	0.0485180434927899	0.0608	0.0072
fine	stagione	re	0.010238250525944	10030.9288738523	0.252220518500773	0.0998156092421164	0.0684	0.015
fondo	pensione	re	0.294107738487164	1.64171470250434	0.0366089458353437	0.160554582513136	0.0191	0.0053
formazione	lavoro	re	0.0505499925561847	36.7021392410005	0.127210587960486	0.17411165776884	0.0128	0.0148
forza	lavoro	re	-0.035364681839659	560.775722424215	0.123685460343307	0.17411165776884	0.0081	0.0124
gruppo	classe	re	0.202115837661026	158.500383564236	0.0210251825192918	0.0963581422929888	0.0348	0.0079
inizio	lavoro	re	-0.0464203106304325	65456.7973819963	0.274206792226059	0.17411165776884	0.0826	0.0152
inizio	pagina	re	-0.0342122584572142	4309.38269450633	0.274206792226059	0.0225668988875063	0.0715	0.0068
inizio	secolo	re	0.202712506608217	55071.6602902942	0.274206792226059	0.109161148327568	0.082	0.0103
inizio	stagione	re	0.0778335193481537	16992.7299032837	0.274206792226059	0.0998156092421164	0.082	0.0232
inizio	visita	re	0.0377648020442435	669.092337535976	0.274206792226059	0.0453080540478803	0.0773	0.0343
lega	calcio	re	0.0938851224251072	15.1719438737487	0.0370546770813488	0.101049919385323	0.1171	0.0249
listino	prezzo	re	0.320466849169093	4222.13746718297	0.0826657576274075	0.137261718357203	0.0248	0.0194
metà	campo	re	-0.0281683738830575	511.942336249348	0.30300234684794	0.0481871260722266	0.1469	0.0057
metà	strada	re	-0.112000952429018	494.032217322622	0.30300234684794	0.08483795502845	0.1313	0.0077
monte	ora	re	0.156171806748426	7.26332856191682	0.0444709117500241	0.0106468252568369	0.0529	0.0331
nome	utente	re	0.0208633709710247	5149.740150865	0.161358997047563	0.129303651801034	0.0089	0.0374
pausa	pranzo	re	0.138820027813486	617.928021460344	0.0251155582867983	0.0316633732418924	0.03	0.0205
posto	auto	re	0.17031520685351	103.914176480722	0.0376461903992987	0.0891031239502855	0.0099	0.0426
presidente	commissione	re	-0.015697094471096	478593.637338338	0.382022216953709	0.231103812897286	0.0114	0.0047
profilo	utente	re	-0.0271164597735609	2126.86189788770	0.120912846171748	0.129303651801034	0.0122	0.0347
registro	impresa	re	-0.0845841172103188	180653.083774849	0.236073251495582	0.166637801084063	0.0393	0.0058
registro	ordinanza	re	0.0563396781184909	36.4194499142276	0.236073251495582	0.0662618135622582	0.0399	0.0064
sala	conferenza	re	0.336520718852251	2342.83002772383	0.0840144810116197	0.160079328342046	0.1456	0.0098
sala	riunione	re	0.123850472237077	1800.33737935495	0.0840144810116197	0.0969869175794195	0.147	0.0084
sala	stampa	re	0.313161302725755	63.0040675112763	0.0840144810116197	0.0501856618008212	0.1378	0.2159
seduta	presidenza	re	0.226148986749479	7.56295970647219	0.063072191062059	0.127276430556887	0.0029	0.0064
segreteria	studente	re	-0.0888044164586205	264.875155477048	0.169083054374378	0.129629810430396	0.0199	0.0157
servizio	cliente	re	0.0494146603369495	760.961605627117	0.0331957461158532	0.126418436265255	0.0347	0.0271
servizio	mensa	re	0.0531945569324781	390.947689767185	0.0331957461158532	0.076267227283345	0.0346	0.0604
servizio	socio	re	-0.163452605018491	66.022149561586	0.0331957461158532	0.135829336947456	0.0346	0.0715
settore	servizio	re	0.105947498577689	47279.9947285998	0.17334666492447	0.182567744823648	0.0498	0.0156
sistema	qualità	re	-0.0503072772605586	358.401790031579	0.0589767260336688	0.0841613271306943	0.0225	0.0124
specialista	attività	re	0.0227104419996656	13.5012712325414	0.104355568051358	0.142890139344935	0.0225	0.0127
stampa	giornale	re	0.269327385385806	575.125593427525	0.0431010432424999	0.0922432455227867	0.0133	0.0062
stazione	radio	re	0.252608007882301	148.412365036759	0.0462549540962223	0.049955460034218	0.0176	0.1723
struttura	dato	re	0.106744036890764	1010.52637954088	0.0792538011563014	0.163384710439942	0.0112	0.0878
temperatura	ambiente	re	-0.0147934629035273	2083.10505739673	0.0789035247565992	0.187678688757481	0.0077	0.0247
ufficio	informazione	re	0.0795886791049564	18.8984757961921	0.0807537197362807	0.100750075077619	0.0854	0.021
ufficio	protocollo	re	0.0527397203854966	324.750786219691	0.0807537197362807	0.129024967908734	0.0849	0.0123
ufficio	relazione	re	0.0401367463943564	177.305523966591	0.0807537197362807	0.0609288890138181	0.0787	0.0083
ufficio	stampa	re	0.197810734174001	-2.82308829784261	0.0807537197362807	0.0501856618008212	0.075	0.1988
ufficio	studio	re	0.328973470117907	0.738365934535465	0.0807537197362807	0.112282179492682	0.0841	0.0236
zona	euro	re	-0.00242951728171839	1763.93282974521	0.0538122132434879	0.0198161909391856	0.0298	0.0171
commissione	bilancio	re	0.0754395339944607	20.6328939833088	0.0205325179466853	0.187441696552582	0.0549	0.0089
fine	rapporto	re	-0.0227660206770938	4250.4269586603	0.252220518500773	0.125707177495825	0.0653	0.0043
inizio	attività	re	-0.0169443523573385	35868.2665077242	0.274206792226059	0.142890139344935	0.0767	0.0107
punto	vendita	re	0.0667738269539675	-4.33731139080331	0.0232776742983021	0.0635266680186575	0.0134	0.0184
